South_Sikkim, 1037727
East_Sikkim, 1038439
Bidar, 1038969
West_Sikkim, 1039308
Baleshwar, 1040545
Kandhamal, 1047758
Satara, 1051845
Hugli, 1052083
Rayagada, 1057427
North_Twenty_Four_Parganas, 1061507
South_Twenty_Four_Parganas, 1061507
Malkangiri, 1064610
Dhenkanal, 1067889
Medak, 1077205
Bhadrak, 1079749
Dhubri, 1083033
Kokrajhar, 1086358
Gulbarga, 1089415
Jajapur, 1089829
Nayagarh, 1095887
Nalgonda, 1099671
Bijapur, 1100601
Cuttack, 1102954
Khammam, 1105407
Khordha, 1110953
Bongaigaon, 1112484
Sangli, 1114961
Gajapati, 1120751
Kendrapara, 1122491
Warangal, 1127655
Kolhapur, 1133300
Goalpara, 1134863
North_Sikkim, 1139502
West_Garo_Hills, 1140021
Vizianagaram, 1140512
Srikakulam, 1143031
Jagatsinghapur, 1147006
Puri, 1151062
Nizamabad, 1153449
Bagalkot, 1160561
Barpeta, 1164483
Ganjam, 1167625
Mahbubnagar, 1172984
East_Garo_Hills, 1176076
Visakhapatnam, 1177436
Krishna, 1178715
Ratnagiri, 1180080
Nalbari, 1188212
West_Godavari, 1194996
Guntur, 1195198
Raichur, 1201825
Belgaum, 1203941
Kamrup, 1208140
Sindhudurg, 1223867
Gadag, 1230262
Koppal, 1233542
Darrang, 1240495
Dharwad, 1240532
Kurnool, 1241238
West_Khasi_Hills, 1256789
Prakasam, 1269041
North_Goa, 1273216
South_Tripura, 1274550
Marigaon, 1280811
Rangareddi, 1280827
West_Tripura, 1282020
Bellary, 1282532
Haveri, 1284722
Ri-Bhoi, 1290708
South_Goa, 1298834
Hyderabad, 1300261
Sonitpur, 1304100
Nagaon, 1308131
Davanagere, 1317449
Uttara_Kannada, 1324693
East_Khasi_Hills, 1329546
Dhalai, 1338036
Nellore, 1340995
Anantapur, 1341090
Chitradurga, 1344846
Jaintia_Hills, 1360655
Shimoga, 1363792
Cuddapah, 1365250
Karimganj, 1379889
North_Tripura, 1394596
Golaghat, 1400712
Hailakandi, 1407176
Dimapur, 1414057
Jorhat, 1415041
North_Cachar_Hills, 1416968
Papum_Pare, 1428006
Cachar, 1428836
Chikmagalur, 1430016
Lakhimpur, 1436321
Mamit, 1437188
Tumkur, 1437384
Kolasib, 1441733
West_Kameng, 1445774
Udupi, 1446982
Hassan, 1452758
Sibsagar, 1455336
Bangalore_Rural, 1459460
Thiruvallur, 1463294
Chennai, 1465103
Kohima, 1474396
Dhemaji, 1479212
Chittoor, 1483138
Bangalore, 1483548
East_Kameng, 1484524
Wokha, 1484826
Kolar, 1490503
Kancheepuram, 1495608
Dakshina_Kannada, 1497613
Dibrugarh, 1505498
Mandya, 1506865
Mokokchung, 1507044
Vellore, 1509202
Lower_Subansiri, 1515752
Aizawl, 1518248
Mysore, 1523244
Kasaragod, 1523794
Mon, 1527122
Kodagu, 1527657
Tinsukia, 1537069
Senapati, 1542788
Chamarajanagar, 1562159
Tiruvannamalai, 1563561
Tawang, 1568397
Zunheboto, 1571073
Yanam, 1573227
Pondicherry, 1573227
Tirap, 1573611
Dharmapuri, 1573937
Viluppuram, 1574659
Wayanad, 1582756
Cuddalore, 1587960
Imphal_West, 1588031
Imphal_East, 1588315
Tuensang, 1590516
Kannur, 1591198
Phek, 1592670
Changlang, 1595100
Mahe, 1600804
Thoubal, 1601887
Bishnupur, 1604670
Serchhip, 1604685
Tamenglong, 1605889
Ukhrul, 1615724
Salem, 1616582
East_Siang, 1616878
The_Nilgiris, 1619125
Lohit, 1620842
Churachandpur, 1629532
Chandel, 1631757
Kozhikode, 1643727
Erode, 1644758
West_Siang, 1651106
Perambalur, 1652882
Namakkal, 1653582
Malappuram, 1656982
Ariyalur, 1656996
Coimbatore, 1662705
Ramanathapuram, 1663394
Karaikal, 1663857
Thiruvarur, 1676199
Nagapattinam, 1677427
Karur, 1677685
Thanjavur, 1683340
Tiruchirappalli, 1692352
Lunglei, 1694530
Palakkad, 1698217
Thrissur, 1715338
Champhai, 1716630
Pudukkottai, 1727288
Dindigul, 1730234
Ernakulam, 1763494
Madurai, 1774910
Lawngtlai, 1779880
Theni, 1782743
Sivaganga, 1785125
Virudhunagar, 1801188
Alappuzha, 1801613
Kottayam, 1805775
Idukki, 1817007
Saiha, 1838640
Pathanamthitta, 1845521
Kollam, 1863551
Thoothukkudi, 1876979
Tirunelveli, 1877743
Thiruvananthapuram, 1906473
Kanniyakumari, 1936610
